storm_id,year,region,min_dist_km,peak_wind,tcws,scenario
2018311N07179,2018,Mimaropa Region,3.19,77.44,4,Severe
2019178N10137,2019,Region II (Cagayan Valley),138.63,30.8,1,Moderate
2019195N13136,2019,Region II (Cagayan Valley),85.05,45.0,2,Moderate
2019195N13136,2019,Region III (Central Luzon),144.86,45.0,2,Moderate
2019195N13136,2019,Cordillera Administrative Region (CAR),176.81,45.0,2,Moderate
2019231N13135,2019,Region II (Cagayan Valley),42.13,51.04,3,Moderate
2019236N08143,2019,Region I (Ilocos Region),10.08,40.0,2,Moderate
2019236N08143,2019,Region II (Cagayan Valley),16.16,40.0,2,Moderate
2019236N08143,2019,Region III (Central Luzon),3.12,40.0,2,Moderate
2019236N08143,2019,Region IV-A (Calabarzon),109.96,40.0,2,Moderate
2019236N08143,2019,Region V (Bicol Region),128.86,40.0,2,Moderate
2019236N08143,2019,National Capital Region (NCR),167.83,40.0,2,Moderate
2019236N08143,2019,Cordillera Administrative Region (CAR),0.0,40.0,2,Moderate
2019242N18126,2019,Region I (Ilocos Region),51.93,35.0,2,Moderate
2019242N18126,2019,Region II (Cagayan Valley),0.0,35.0,2,Moderate
2019242N18126,2019,Cordillera Administrative Region (CAR),72.88,35.0,2,Moderate
2019243N06136,2019,Region II (Cagayan Valley),190.04,99.44,4,Moderate
2019268N10155,2019,Region II (Cagayan Valley),126.26,75.0,4,Moderate
2019302N11118,2019,Mimaropa Region,80.21,75.0,4,Moderate
2019308N13114,2019,Mimaropa Region,149.17,65.0,4,Moderate
2019314N14136,2019,Region I (Ilocos Region),0.0,77.44,4,Moderate
2019314N14136,2019,Region II (Cagayan Valley),0.0,77.44,4,Moderate
2019314N14136,2019,Region III (Central Luzon),0.0,77.44,4,Moderate
2019314N14136,2019,Region IV-A (Calabarzon),123.89,77.44,4,Moderate
2019314N14136,2019,National Capital Region (NCR),130.66,77.44,4,Moderate
2019314N14136,2019,Cordillera Administrative Region (CAR),0.0,77.44,4,Moderate
2019314N14136,2019,Mimaropa Region,41.0,77.44,4,Moderate
2020160N10133,2020,Region I (Ilocos Region),0.0,40.0,2,Severe
2020160N10133,2020,Region II (Cagayan Valley),29.58,40.0,2,Severe
2020160N10133,2020,Region III (Central Luzon),0.0,40.0,2,Severe
2020160N10133,2020,Region IV-A (Calabarzon),7.81,40.0,2,Severe
2020160N10133,2020,Region V (Bicol Region),0.0,40.0,2,Severe
2020160N10133,2020,Region VII (Central Visayas),139.72,40.0,2,Severe
2020160N10133,2020,Region VIII (Eastern Visayas),0.0,40.0,2,Severe
2020160N10133,2020,National Capital Region (NCR),79.99,40.0,2,Severe
2020160N10133,2020,Cordillera Administrative Region (CAR),31.18,40.0,2,Severe
2020160N10133,2020,Region XIII (Caraga),94.72,40.0,2,Severe
2020160N10133,2020,Mimaropa Region,145.96,40.0,2,Severe
2020211N14124,2020,Region I (Ilocos Region),24.76,40.0,2,Severe
2020211N14124,2020,Region II (Cagayan Valley),58.84,40.0,2,Severe
2020211N14124,2020,Region III (Central Luzon),0.0,40.0,2,Severe
2020211N14124,2020,Region IV-A (Calabarzon),7.34,40.0,2,Severe
2020211N14124,2020,Region V (Bicol Region),19.04,40.0,2,Severe
2020211N14124,2020,Region VIII (Eastern Visayas),194.83,40.0,2,Severe
2020211N14124,2020,National Capital Region (NCR),57.1,40.0,2,Severe
2020211N14124,2020,Cordillera Administrative Region (CAR),97.91,40.0,2,Severe
2020211N14124,2020,Mimaropa Region,142.67,40.0,2,Severe
2020222N15117,2020,Region I (Ilocos Region),157.4,61.6,3,Severe
2020222N15117,2020,Region III (Central Luzon),171.12,61.6,3,Severe
2020229N18123,2020,Region I (Ilocos Region),82.15,55.0,3,Severe
2020229N18123,2020,Region II (Cagayan Valley),0.0,55.0,3,Severe
2020229N18123,2020,Region III (Central Luzon),159.51,55.0,3,Severe
2020229N18123,2020,Cordillera Administrative Region (CAR),77.08,55.0,3,Severe
2020234N19123,2020,Region II (Cagayan Valley),102.34,88.0,4,Severe
2020258N11127,2020,Region IV-A (Calabarzon),66.12,45.0,2,Severe
2020258N11127,2020,Region V (Bicol Region),7.19,45.0,2,Severe
2020258N11127,2020,Region VI (Western Visayas),43.42,45.0,2,Severe
2020258N11127,2020,Region VII (Central Visayas),121.21,45.0,2,Severe
2020258N11127,2020,Region VIII (Eastern Visayas),0.0,45.0,2,Severe
2020258N11127,2020,National Capital Region (NCR),198.22,45.0,2,Severe
2020258N11127,2020,Region XIII (Caraga),155.92,45.0,2,Severe
2020258N11127,2020,Mimaropa Region,0.0,45.0,2,Severe
2020281N14126,2020,Mimaropa Region,181.8,45.0,2,Severe
2020285N17120,2020,Region I (Ilocos Region),28.45,45.0,2,Severe
2020285N17120,2020,Region II (Cagayan Valley),105.57,45.0,2,Severe
2020285N17120,2020,Region III (Central Luzon),92.45,45.0,2,Severe
2020285N17120,2020,Cordillera Administrative Region (CAR),64.32,45.0,2,Severe
2020291N06141,2020,Region I (Ilocos Region),3.74,65.0,4,Severe
2020291N06141,2020,Region II (Cagayan Valley),1.44,65.0,4,Severe
2020291N06141,2020,Region III (Central Luzon),0.0,65.0,4,Severe
2020291N06141,2020,Region IV-A (Calabarzon),103.46,65.0,4,Severe
2020291N06141,2020,Region V (Bicol Region),158.26,65.0,4,Severe
2020291N06141,2020,National Capital Region (NCR),145.63,65.0,4,Severe
2020291N06141,2020,Cordillera Administrative Region (CAR),36.47,65.0,4,Severe
2020296N09137,2020,Region III (Central Luzon),145.05,90.64,4,Severe
2020296N09137,2020,Region IV-A (Calabarzon),4.14,90.64,4,Severe
2020296N09137,2020,Region V (Bicol Region),3.91,90.64,4,Severe
2020296N09137,2020,Region VI (Western Visayas),101.83,90.64,4,Severe
2020296N09137,2020,Region VIII (Eastern Visayas),82.64,90.64,4,Severe
2020296N09137,2020,National Capital Region (NCR),139.92,90.64,4,Severe
2020296N09137,2020,Mimaropa Region,0.0,90.64,4,Severe
2020299N11144,2020,Region I (Ilocos Region),132.92,147.84,5,Severe
2020299N11144,2020,Region II (Cagayan Valley),181.71,147.84,5,Severe
2020299N11144,2020,Region III (Central Luzon),11.9,147.84,5,Severe
2020299N11144,2020,Region IV-A (Calabarzon),0.0,147.84,5,Severe
2020299N11144,2020,Region V (Bicol Region),0.0,147.84,5,Severe
2020299N11144,2020,Region VI (Western Visayas),184.64,147.84,5,Severe
2020299N11144,2020,Region VIII (Eastern Visayas),100.09,147.84,5,Severe
2020299N11144,2020,National Capital Region (NCR),33.79,147.84,5,Severe
2020299N11144,2020,Mimaropa Region,19.08,147.84,5,Severe
2020303N05149,2020,Region II (Cagayan Valley),7.41,50.0,3,Severe
2020312N10131,2020,Region IV-A (Calabarzon),30.98,45.0,2,Severe
2020312N10131,2020,Region V (Bicol Region),0.0,45.0,2,Severe
2020312N10131,2020,Region VI (Western Visayas),55.99,45.0,2,Severe
2020312N10131,2020,Region VII (Central Visayas),130.46,45.0,2,Severe
2020312N10131,2020,Region VIII (Eastern Visayas),0.0,45.0,2,Severe
2020312N10131,2020,National Capital Region (NCR),194.02,45.0,2,Severe
2020312N10131,2020,Region XIII (Caraga),176.27,45.0,2,Severe
2020312N10131,2020,Mimaropa Region,0.0,45.0,2,Severe
2020313N08135,2020,Region I (Ilocos Region),58.15,99.44,4,Severe
2020313N08135,2020,Region II (Cagayan Valley),72.43,99.44,4,Severe
2020313N08135,2020,Region III (Central Luzon),0.0,99.44,4,Severe
2020313N08135,2020,Region IV-A (Calabarzon),1.22,99.44,4,Severe
2020313N08135,2020,Region V (Bicol Region),20.92,99.44,4,Severe
2020313N08135,2020,National Capital Region (NCR),39.89,99.44,4,Severe
2020313N08135,2020,Cordillera Administrative Region (CAR),108.52,99.44,4,Severe
2020313N08135,2020,Mimaropa Region,145.96,99.44,4,Severe
2021148N05142,2021,Region I (Ilocos Region),35.85,40.0,2,Normal
2021148N05142,2021,Region II (Cagayan Valley),122.87,40.0,2,Normal
2021148N05142,2021,Region III (Central Luzon),16.39,40.0,2,Normal
2021148N05142,2021,Region IV-A (Calabarzon),3.4,40.0,2,Normal
2021148N05142,2021,Region V (Bicol Region),0.0,40.0,2,Normal
2021148N05142,2021,Region VI (Western Visayas),74.26,40.0,2,Normal
2021148N05142,2021,Region VII (Central Visayas),42.79,40.0,2,Normal
2021148N05142,2021,Region VIII (Eastern Visayas),0.43,40.0,2,Normal
2021148N05142,2021,National Capital Region (NCR),77.25,40.0,2,Normal
2021148N05142,2021,Cordillera Administrative Region (CAR),123.29,40.0,2,Normal
2021148N05142,2021,Region XIII (Caraga),113.01,40.0,2,Normal
2021148N05142,2021,Mimaropa Region,6.28,40.0,2,Normal
2021185N13121,2021,Region III (Central Luzon),150.46,26.4,1,Normal
2021185N13121,2021,Region IV-A (Calabarzon),59.59,26.4,1,Normal
2021185N13121,2021,Region V (Bicol Region),167.91,26.4,1,Normal
2021185N13121,2021,Region VI (Western Visayas),91.16,26.4,1,Normal
2021185N13121,2021,National Capital Region (NCR),150.88,26.4,1,Normal
2021185N13121,2021,Mimaropa Region,0.0,26.4,1,Normal
2021186N16129,2021,Region II (Cagayan Valley),11.57,26.4,1,Normal
2021248N11131,2021,Region I (Ilocos Region),83.78,57.2,3,Normal
2021248N11131,2021,Region II (Cagayan Valley),165.37,57.2,3,Normal
2021248N11131,2021,Region III (Central Luzon),0.0,57.2,3,Normal
2021248N11131,2021,Region IV-A (Calabarzon),0.0,57.2,3,Normal
2021248N11131,2021,Region V (Bicol Region),0.0,57.2,3,Normal
2021248N11131,2021,Region VI (Western Visayas),84.64,57.2,3,Normal
2021248N11131,2021,Region VII (Central Visayas),53.89,57.2,3,Normal
2021248N11131,2021,Region VIII (Eastern Visayas),0.0,57.2,3,Normal
2021248N11131,2021,National Capital Region (NCR),37.24,57.2,3,Normal
2021248N11131,2021,Cordillera Administrative Region (CAR),158.9,57.2,3,Normal
2021248N11131,2021,Region XIII (Caraga),89.47,57.2,3,Normal
2021248N11131,2021,Mimaropa Region,0.0,57.2,3,Normal
2021248N12141,2021,Region I (Ilocos Region),170.92,134.64,5,Normal
2021248N12141,2021,Region II (Cagayan Valley),1.16,134.64,5,Normal
2021248N12141,2021,Region III (Central Luzon),185.96,134.64,5,Normal
2021248N12141,2021,Cordillera Administrative Region (CAR),138.88,134.64,5,Normal
2021264N13119,2021,Mimaropa Region,111.97,35.0,2,Normal
2021276N07131,2021,Region VI (Western Visayas),0.0,35.2,2,Normal
2021276N07131,2021,Region VII (Central Visayas),1.19,35.2,2,Normal
2021276N07131,2021,Region VIII (Eastern Visayas),2.28,35.2,2,Normal
2021276N07131,2021,Region IX (Zamboanga Peninsula),122.56,35.2,2,Normal
2021276N07131,2021,Region X (Northern Mindanao),87.95,35.2,2,Normal
2021276N07131,2021,Region XI (Davao Region),150.49,35.2,2,Normal
2021276N07131,2021,Region XIII (Caraga),0.38,35.2,2,Normal
2021276N07131,2021,Mimaropa Region,11.46,35.2,2,Normal
2021280N14137,2021,Region I (Ilocos Region),27.88,55.0,3,Normal
2021280N14137,2021,Region II (Cagayan Valley),16.35,55.0,3,Normal
2021280N14137,2021,Cordillera Administrative Region (CAR),28.5,55.0,3,Normal
2021296N06127,2021,Region IX (Zamboanga Peninsula),18.12,30.8,1,Normal
2021296N06127,2021,Region X (Northern Mindanao),132.79,30.8,1,Normal
2021296N06127,2021,Region XI (Davao Region),0.0,30.8,1,Normal
2021296N06127,2021,Region XII (Soccsksargen),0.0,30.8,1,Normal
2021296N06127,2021,Mimaropa Region,25.62,30.8,1,Normal
2021296N06127,2021,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),19.18,30.8,1,Normal
2022232N18131,2022,Region I (Ilocos Region),3.75,57.2,3,Moderate
2022232N18131,2022,Region II (Cagayan Valley),0.0,57.2,3,Moderate
2022232N18131,2022,Region III (Central Luzon),90.76,57.2,3,Moderate
2022232N18131,2022,Region IV-A (Calabarzon),183.97,57.2,3,Moderate
2022232N18131,2022,Region V (Bicol Region),183.79,57.2,3,Moderate
2022232N18131,2022,Cordillera Administrative Region (CAR),0.0,57.2,3,Moderate
2022264N17132,2022,Region I (Ilocos Region),33.96,123.2,5,Moderate
2022264N17132,2022,Region II (Cagayan Valley),62.58,123.2,5,Moderate
2022264N17132,2022,Region III (Central Luzon),0.0,123.2,5,Moderate
2022264N17132,2022,Region IV-A (Calabarzon),0.17,123.2,5,Moderate
2022264N17132,2022,Region V (Bicol Region),55.72,123.2,5,Moderate
2022264N17132,2022,National Capital Region (NCR),54.79,123.2,5,Moderate
2022264N17132,2022,Cordillera Administrative Region (CAR),97.69,123.2,5,Moderate
2022264N17132,2022,Mimaropa Region,163.39,123.2,5,Moderate
2022285N12116,2022,Mimaropa Region,118.56,35.0,2,Moderate
2022285N17140,2022,Region I (Ilocos Region),76.62,79.2,4,Moderate
2022285N17140,2022,Region II (Cagayan Valley),9.84,79.2,4,Moderate
2022285N17140,2022,Cordillera Administrative Region (CAR),83.79,79.2,4,Moderate
2022292N21132,2022,Region I (Ilocos Region),171.51,26.4,1,Moderate
2022292N21132,2022,Region II (Cagayan Valley),23.85,26.4,1,Moderate
2022292N21132,2022,Cordillera Administrative Region (CAR),183.4,26.4,1,Moderate
2022299N11134,2022,Region I (Ilocos Region),22.9,61.6,3,Moderate
2022299N11134,2022,Region II (Cagayan Valley),111.08,61.6,3,Moderate
2022299N11134,2022,Region III (Central Luzon),0.0,61.6,3,Moderate
2022299N11134,2022,Region IV-A (Calabarzon),0.0,61.6,3,Moderate
2022299N11134,2022,Region V (Bicol Region),0.0,61.6,3,Moderate
2022299N11134,2022,Region VI (Western Visayas),190.21,61.6,3,Moderate
2022299N11134,2022,Region VIII (Eastern Visayas),58.57,61.6,3,Moderate
2022299N11134,2022,National Capital Region (NCR),0.0,61.6,3,Moderate
2022299N11134,2022,Cordillera Administrative Region (CAR),95.84,61.6,3,Moderate
2022299N11134,2022,Mimaropa Region,28.91,61.6,3,Moderate
2023194N16123,2023,Region I (Ilocos Region),0.0,69.52,4,Normal
2023194N16123,2023,Region II (Cagayan Valley),5.26,69.52,4,Normal
2023194N16123,2023,Region III (Central Luzon),173.79,69.52,4,Normal
2023194N16123,2023,Cordillera Administrative Region (CAR),0.0,69.52,4,Normal
2023201N13134,2023,Region I (Ilocos Region),57.4,112.64,5,Normal
2023201N13134,2023,Region II (Cagayan Valley),0.0,112.64,5,Normal
2023201N13134,2023,Cordillera Administrative Region (CAR),46.78,112.64,5,Normal
2023234N18128,2023,Region I (Ilocos Region),160.24,121.44,5,Normal
2023234N18128,2023,Region II (Cagayan Valley),32.59,121.44,5,Normal
2023234N18128,2023,Region III (Central Luzon),72.16,121.44,5,Normal
2023234N18128,2023,Region IV-A (Calabarzon),176.14,121.44,5,Normal
2023234N18128,2023,Region V (Bicol Region),173.14,121.44,5,Normal
2023234N18128,2023,Cordillera Administrative Region (CAR),141.37,121.44,5,Normal
2023239N18144,2023,Region II (Cagayan Valley),175.47,90.64,4,Normal
2023271N14144,2023,Region II (Cagayan Valley),97.39,105.6,5,Normal
2024198N08130,2024,Region III (Central Luzon),153.74,55.0,3,Moderate
2024198N08130,2024,Region IV-A (Calabarzon),74.02,55.0,3,Moderate
2024198N08130,2024,Region V (Bicol Region),2.35,55.0,3,Moderate
2024198N08130,2024,Region VI (Western Visayas),51.95,55.0,3,Moderate
2024198N08130,2024,Region VII (Central Visayas),64.5,55.0,3,Moderate
2024198N08130,2024,Region VIII (Eastern Visayas),0.0,55.0,3,Moderate
2024198N08130,2024,National Capital Region (NCR),169.95,55.0,3,Moderate
2024198N08130,2024,Region XIII (Caraga),113.01,55.0,3,Moderate
2024198N08130,2024,Mimaropa Region,0.0,55.0,3,Moderate
2024244N09137,2024,Region I (Ilocos Region),0.0,123.2,5,Moderate
2024244N09137,2024,Region II (Cagayan Valley),0.0,123.2,5,Moderate
2024244N09137,2024,Region III (Central Luzon),3.05,123.2,5,Moderate
2024244N09137,2024,Region IV-A (Calabarzon),61.43,123.2,5,Moderate
2024244N09137,2024,Region V (Bicol Region),0.0,123.2,5,Moderate
2024244N09137,2024,Region VIII (Eastern Visayas),43.2,123.2,5,Moderate
2024244N09137,2024,National Capital Region (NCR),178.72,123.2,5,Moderate
2024244N09137,2024,Cordillera Administrative Region (CAR),0.0,123.2,5,Moderate
2024244N09137,2024,Region XIII (Caraga),198.13,123.2,5,Moderate
2024244N09137,2024,Mimaropa Region,153.9,123.2,5,Moderate
2024270N24128,2024,Region I (Ilocos Region),199.98,117.04,5,Moderate
2024270N24128,2024,Region II (Cagayan Valley),9.03,117.04,5,Moderate
2024270N24128,2024,Cordillera Administrative Region (CAR),193.59,117.04,5,Moderate
2024293N13141,2024,Region I (Ilocos Region),0.0,60.0,3,Moderate
2024293N13141,2024,Region II (Cagayan Valley),0.0,60.0,3,Moderate
2024293N13141,2024,Region III (Central Luzon),75.74,60.0,3,Moderate
2024293N13141,2024,Region IV-A (Calabarzon),198.68,60.0,3,Moderate
2024293N13141,2024,Region V (Bicol Region),153.93,60.0,3,Moderate
2024293N13141,2024,Cordillera Administrative Region (CAR),0.0,60.0,3,Moderate
2024298N13150,2024,Region II (Cagayan Valley),64.79,118.8,5,Moderate
2024307N06143,2024,Region I (Ilocos Region),3.73,110.0,5,Moderate
2024307N06143,2024,Region II (Cagayan Valley),0.27,110.0,5,Moderate
2024307N06143,2024,Cordillera Administrative Region (CAR),9.14,110.0,5,Moderate
2024312N14145,2024,Region I (Ilocos Region),0.0,70.0,4,Moderate
2024312N14145,2024,Region II (Cagayan Valley),0.0,70.0,4,Moderate
2024312N14145,2024,Region III (Central Luzon),6.73,70.0,4,Moderate
2024312N14145,2024,Region IV-A (Calabarzon),142.36,70.0,4,Moderate
2024312N14145,2024,Region V (Bicol Region),156.28,70.0,4,Moderate
2024312N14145,2024,Cordillera Administrative Region (CAR),0.0,70.0,4,Moderate
2024313N10169,2024,Region I (Ilocos Region),20.62,121.44,5,Moderate
2024313N10169,2024,Region II (Cagayan Valley),0.0,121.44,5,Moderate
2024313N10169,2024,Region III (Central Luzon),12.69,121.44,5,Moderate
2024313N10169,2024,Region IV-A (Calabarzon),56.1,121.44,5,Moderate
2024313N10169,2024,Region V (Bicol Region),0.33,121.44,5,Moderate
2024313N10169,2024,Region VIII (Eastern Visayas),81.35,121.44,5,Moderate
2024313N10169,2024,National Capital Region (NCR),139.87,121.44,5,Moderate
2024313N10169,2024,Cordillera Administrative Region (CAR),0.0,121.44,5,Moderate
2024313N10169,2024,Mimaropa Region,177.2,121.44,5,Moderate
2024314N07151,2024,Region I (Ilocos Region),46.95,112.64,5,Moderate
2024314N07151,2024,Region II (Cagayan Valley),0.0,112.64,5,Moderate
2024314N07151,2024,Region III (Central Luzon),118.66,112.64,5,Moderate
2024314N07151,2024,Cordillera Administrative Region (CAR),28.98,112.64,5,Moderate
